1|1
13|2
7|3
8|4
9|5
14|6
16|7
17|8
18|9
22|10
24|11
25|12
28|13
133|14
30|15
32|16
35|17
36|18
37|19
40|20
42|21
43|22
44|23
48|24
49|25
50|26
51|27
53|28
54|29
1853|30
57|31
243|32
59|33
60|34
61|35
63|36
64|37
65|38
68|39
69|40
73|41
83|42
74|43
77|44
78|45
80|46
81|47
82|48
84|49
86|50
87|51
88|52
89|53
138|54
97|55
98|56
99|57
100|58
101|59
102|60
104|61
106|62
107|63
108|64
112|65
184|66
111|67
113|68
114|69
116|70
117|71
118|72
120|73
121|74
122|75
504|76
124|77
125|78
126|79
128|80
1792|81
132|82
134|83
136|84
139|85
141|86
142|87
143|88
371|89
147|90
148|91
149|92
154|93
153|94
155|95
158|96
159|97
160|98
164|99
165|100
166|101
215|102
168|103
169|104
171|105
172|106
174|107
177|108
179|109
181|110
182|111
183|112
185|113
186|114
187|115
188|116
189|117
190|118
192|119
193|120
194|121
195|122
197|123
479|124
200|125
201|126
202|127
206|128
207|129
208|130
210|131
211|132
213|133
214|134
2053|135
319|136
219|137
221|138
222|139
224|140
225|141
230|142
232|143
233|144
234|145
235|146
236|147
238|148
239|149
240|150
241|151
242|152
244|153
246|154
668|155
323|156
250|157
251|158
252|159
253|160
405|161
255|162
256|163
257|164
258|165
260|166
261|167
262|168
265|169
266|170
267|171
268|172
269|173
270|174
271|175
272|176
273|177
275|178
278|179
280|180
316|181
286|182
288|183
421|184
291|185
292|186
294|187
295|188
296|189
1673|190
298|191
299|192
1863|193
303|194
305|195
307|196
308|197
311|198
315|199
317|200
320|201
321|202
324|203
325|204
326|205
327|206
328|207
329|208
330|209
332|210
582|211
335|212
336|213
337|214
590|215
343|216
348|217
350|218
351|219
354|220
356|221
360|222
3007|223
365|224
368|225
370|226
853|227
374|228
417|229
511|230
379|231
382|232
383|233
384|234
385|235
388|236
872|237
401|238
403|239
404|240
406|241
407|242
442|243
409|244
410|245
411|246
412|247
414|248
415|249
2012|250
430|251
431|252
433|253
434|254
440|255
443|256
445|257
446|258
448|259
449|260
450|261
454|262
453|263
455|264
2796|265
458|266
460|267
461|268
462|269
465|270
542|271
469|272
470|273
471|274
472|275
474|276
476|277
481|278
482|279
485|280
487|281
488|282
492|283
494|284
495|285
497|286
499|287
531|288
503|289
505|290
506|291
510|292
512|293
876|294
516|295
517|296
518|297
519|298
520|299
523|300
527|301
553|302
529|303
532|304
534|305
1785|306
544|307
545|308
547|309
551|310
554|311
610|312
557|313
559|314
697|315
565|316
569|317
571|318
785|319
580|320
583|321
585|322
586|323
587|324
588|325
589|326
591|327
592|328
2228|329
599|330
600|331
604|332
606|333
608|334
612|335
614|336
615|337
620|338
622|339
623|340
2009|341
2019|342
626|343
1829|344
630|345
631|346
685|347
635|348
639|349
640|350
641|351
643|352
644|353
647|354
648|355
1560|356
650|357
651|358
653|359
654|360
656|361
659|362
660|363
663|364
665|365
667|366
669|367
670|368
673|369
674|370
675|371
678|372
679|373
680|374
682|375
683|376
684|377
2243|378
4975|379
1546|380
914|381
874|382
693|383
698|384
969|385
704|386
2269|387
707|388
708|389
712|390
713|391
716|392
717|393
718|394
722|395
723|396
725|397
727|398
730|399
731|400
732|401
733|402
734|403
735|404
737|405
739|406
1894|407
2784|408
852|409
753|410
827|411
759|412
762|413
764|414
2271|415
770|416
771|417
772|418
831|419
777|420
778|421
879|422
1048|423
782|424
786|425
1963|426
856|427
792|428
793|429
871|430
796|431
3874|432
1583|433
802|434
804|435
805|436
806|437
808|438
810|439
1762|440
813|441
835|442
993|443
823|444
2071|445
826|446
4976|447
838|448
840|449
841|450
1778|451
850|452
854|453
855|454
860|455
862|456
963|457
1611|458
870|459
875|460
906|461
878|462
999|463
2298|464
887|465
890|466
892|467
894|468
2339|469
896|470
897|471
899|472
900|473
903|474
904|475
907|476
909|477
913|478
918|479
919|480
1915|481
922|482
925|483
926|484
927|485
928|486
929|487
934|488
935|489
936|490
937|491
938|492
939|493
1018|494
1657|495
946|496
949|497
950|498
951|499
953|500
954|501
955|502
958|503
959|504
960|505
961|506
965|507
970|508
973|509
974|510
976|511
977|512
979|513
981|514
984|515
986|516
987|517
996|518
998|519
1003|520
1751|521
1006|522
1710|523
1014|524
1015|525
1016|526
1019|527
1022|528
1023|529
1025|530
1026|531
1028|532
1035|533
1038|534
1039|535
1040|536
1043|537
1046|538
1047|539
1050|540
1054|541
1056|542
1060|543
1064|544
1065|545
1067|546
1068|547
1070|548
1073|549
1074|550
1085|551
1086|552
1089|553
1091|554
1093|555
1097|556
1098|557
1104|558
1105|559
1106|560
1107|561
1108|562
1110|563
1111|564
1112|565
1116|566
1119|567
1120|568
1127|569
1129|570
1131|571
1132|572
1133|573
1134|574
1138|575
